id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365,number_of_reviews,last_review
24846084,Single Apartment nähe Olympia Zentrum & BMW Welt,Moosach,48.17867,11.53303,Entire home/apt,58.0,30,183,36,2024-11-19
24858185,Stylish balcony apartment directly at octoberfest,Ludwigsvorstadt-Isarvorstadt,48.12683,11.55145,Entire home/apt,400.0,2,107,19,2024-10-02
24951533,Lichtdurchflutete Wohnung in zentraler Lage,Neuhausen-Nymphenburg,48.16317,11.54665,Entire home/apt,146.0,1,16,45,2024-05-26
24968057,Park Apartment,Pasing-Obermenzing,48.16081,11.47124,Private room,138.0,2,269,14,2024-11-03
25102575,Lisa’s cozy Urban Apartment - Munich City Center,Ludwigsvorstadt-Isarvorstadt,48.13591003417969,11.561090469360352,Entire home/apt,120.0,1,280,494,2024-12-12
25108558,Lisa’s Bright Urban Apartment - Munich City Center,Ludwigsvorstadt-Isarvorstadt,48.136043548583984,11.560907363891602,Entire home/apt,119.0,1,192,522,2024-12-12
25154079,"Isar, Oktoberfest - alle City Hotspots vor der Tür",Au-Haidhausen,48.12637710571289,11.579497337341309,Private room,168.0,1,88,26,2023-10-01
25244214,Traumhafte Dachgeschosswohnung im Grünen,Berg am Laim,48.11976,11.62613,Entire home/apt,120.0,3,13,11,2022-10-03
25245533,"Flussnähe Isar, Zentral, Park, U-Bahn/Bus-Zimmer-2",Untergiesing-Harlaching,48.11222,11.56702,Private room,59.0,28,358,18,2024-11-24
25312236,"1 Zimmer, eigenes Bad, 2 min zur S4/ 17 min Hbf",Aubing-Lochhausen-Langwied,48.15356,11.4131,Private room,46.0,2,138,137,2024-12-25
25498620,Modern Apartment in City Center – OTTO – 60m²,Altstadt-Lehel,48.13596,11.58664,Entire home/apt,491.0,3,175,329,2024-12-21
25655712,Privates Zimmer im Haus  in Waldperlach,Ramersdorf-Perlach,48.08836,11.67614,Private room,52.0,4,79,63,2024-11-14
25856758,"CityHome,""Downtown"" 30% DISCOUNT/monthly! WiFi, AC",Maxvorstadt,48.14479,11.56133,Entire home/apt,189.0,3,353,9,2024-07-26
25861956,"CityHome,""Downtown"" 30% DISCOUNT/monthly! WiFi, AC",Maxvorstadt,48.14479,11.56133,Entire home/apt,189.0,3,350,38,2024-11-02
25961730,15th floor studio apartment,Feldmoching-Hasenbergl,48.21061,11.54259,Entire home/apt,11000.0,200,173,10,2019-10-09
25986821,Single Apartment zum Innenhof mit großem Balkon,Moosach,48.17867,11.53303,Entire home/apt,110.0,1,180,17,2023-02-28
25991358,"CityHome,""Downtown"" 30% DISCOUNT/monthly! WiFi, AC",Maxvorstadt,48.14479,11.56133,Entire home/apt,170.0,3,359,11,2022-07-06
26094038,"Ruhiges Gästezimmer nahe U-Bahn, BMW + Schwabing",Milbertshofen-Am Hart,48.19542,11.58065,Private room,75.0,1,358,134,2024-12-05
26186776,Moderne 3-Zimmer-Wohnung in top Lage,Ludwigsvorstadt-Isarvorstadt,48.13762,11.56124,Entire home/apt,170.0,1,91,119,2022-10-28
26210208,Klein aber fein - München City (zentral),Au-Haidhausen,48.12809,11.60313,Entire home/apt,66.0,7,254,48,2024-12-21
26210751,München Zuhause mit super Anbindung,Berg am Laim,48.13366,11.62994,Entire home/apt,100.0,4,0,29,2024-06-15
26320689,Spacious flat close to subway,Obergiesing,48.10605,11.5911,Entire home/apt,90.0,4,152,40,2024-09-09
26395509,Sweet dreams,Ludwigsvorstadt-Isarvorstadt,48.13301,11.55732,Entire home/apt,192.0,1,16,73,2024-10-27
26528825,Oktoberfest room,Milbertshofen-Am Hart,48.20027,11.5847,Private room,180.0,1,365,6,2023-04-20
26541645,Zimmer ( nur an  Frauen),Tudering-Riem,48.12899,11.67668,Private room,44.0,1,88,31,2024-12-17
26544894,Triplebedroom with shared Bathroom,Laim,48.13954162597656,11.519472122192385,Private room,100.0,1,338,212,2024-12-15
26712736,Comfortable quite Room  - just 5min to Oktoberfest,Sendling-Westpark,48.12315,11.53499,Private room,134.0,1,89,72,2022-10-02
26770806,Luxury and stylish apartment close to city center,Bogenhausen,48.15317,11.6037,Entire home/apt,177.0,2,3,31,2022-10-11
26852113,123qm in city center with beautiful view,Altstadt-Lehel,48.13617,11.58588,Entire home/apt,150.0,4,37,36,2024-10-02
26867009,Schwabing-Studio great sunset view & balcony,Schwabing-Freimann,48.17439,11.58638,Entire home/apt,141.0,1,243,94,2024-12-04
26920856,Komplett möbliertes Apartment Borstei/Olympiapark,Neuhausen-Nymphenburg,48.1679,11.53589,Entire home/apt,175.0,5,90,0,
26938512,Luxe Penthouse & Rooftop in Gärtnerplatz Quarter,Ludwigsvorstadt-Isarvorstadt,48.12828,11.57828,Entire home/apt,150.0,21,196,17,2023-08-12
27042850,Mein Zuhause mit Aussicht,Ramersdorf-Perlach,48.09742,11.63949,Entire home/apt,120.0,1,13,33,2024-10-20
27088693,+ :-)  BE HOME in MUNICH + :-)  BE HOME in MUNICH,Milbertshofen-Am Hart,48.18118,11.56995,Entire home/apt,220.0,2,0,155,2024-11-18
27099588,Wunderschönes Privatzimmer,Neuhausen-Nymphenburg,48.1472,11.53819,Private room,59.0,1,80,38,2024-11-27
27192045,Wohnung drei Zimmer - nur 500m zum Oktoberfest,Ludwigsvorstadt-Isarvorstadt,48.12634127601867,11.559406433274548,Entire home/apt,90.0,7,74,28,2024-09-24
27273209,Apartamento ótima localização em Munique,Obergiesing,48.11806,11.59344,Entire home/apt,52.0,2,3,40,2024-12-23
27329159,Modernes Dachgeschossapartment,Sendling-Westpark,48.10725,11.5096,Private room,109.0,1,43,0,
27331012,Modern basement apartment - ideal for students,Sendling-Westpark,48.10746,11.51097,Private room,54.0,2,175,48,2024-11-15
27331643,Best located apartment in Munich,Ludwigsvorstadt-Isarvorstadt,48.12983,11.56232,Private room,200.0,2,362,2,2018-10-08
27345577,Bright & Quiet Room in Munich North,Milbertshofen-Am Hart,48.18646,11.56431,Private room,70.0,1,87,37,2024-12-04
27380908,Schöne Wohnung im Süden von München,Untergiesing-Harlaching,48.10155,11.56792,Entire home/apt,250.0,4,365,2,2023-09-24
27429027,Dachgeschosswohnung in Top Lage Schwabing!!!,Schwabing-West,48.15748,11.57397,Private room,999.0,3,89,0,
27432082,"Spacious, light and perfectly located 70m2 flat",Maxvorstadt,48.15026,11.56731,Entire home/apt,125.0,14,331,0,
27513802,"Design Room 22qm (237 ft2) ""Paris"" in the center",Maxvorstadt,48.15554,11.5734,Private room,80.0,2,164,41,2024-12-08
27607563,"Apartment with balcony, close by Silberhornstrasse",Obergiesing,48.11329,11.58039,Entire home/apt,500.0,5,90,11,2022-10-28
27771851,"COZY ROOM  ""Neuhausen"" nearby the Central Station!",Neuhausen-Nymphenburg,48.14715,11.54221,Private room,60.0,4,88,29,2024-05-29
27776753,Gemütliche Wohnung- Herzen München (Maxvorstadt),Maxvorstadt,48.15246,11.57358,Entire home/apt,221.0,1,207,117,2024-12-21
27860160,Small cozy apartment next to Oktoberfest,Untergiesing-Harlaching,48.10808,11.56719,Entire home/apt,175.0,2,179,14,2024-08-17
27864004,Romantische Atelierwohnung im Herzen von Schwabing,Schwabing-Freimann,48.16286,11.59722,Entire home/apt,162.0,4,159,44,2024-12-06
27897939,Schöne Wohnung in der Maxvorstadt,Maxvorstadt,48.15076,11.56097,Private room,150.0,1,364,1,2022-07-13
27960263,Cosy room in Giesing at a quiet street,Obergiesing,48.11586,11.59318,Private room,51.0,4,18,109,2024-12-12
27983221,2-Bedroom Apartment in City Center - Luxury,Altstadt-Lehel,48.13593,11.58677,Entire home/apt,392.0,3,164,362,2024-12-09
27997328,Nice cozy room Bauma -Oktoberfest,Milbertshofen-Am Hart,48.18156,11.5776,Private room,23.0,30,149,7,2020-02-06
28025441,Stylisches Appartement nahe MOC BMW Allianz Arena,Schwabing-Freimann,48.20201,11.60433,Entire home/apt,185.0,2,178,96,2024-11-11
28029757,Spacious flat (3 rooms)  in central location,Laim,48.13499,11.52303,Entire home/apt,195.0,30,75,15,2024-08-30
28044118,sleeping place / schlafplatz,Sendling-Westpark,48.10531,11.53392,Private room,29.0,1,0,141,2024-12-18
28050434,"Freundliches Zimmer, 5 U-Bahn Stops v Hauptbahnhof",Untergiesing-Harlaching,48.10495,11.5739,Private room,41.0,3,82,32,2024-11-11
28111359,"Studio flat Munich Center.
Nur längere Aufenthalt",Ludwigsvorstadt-Isarvorstadt,48.13124,11.56479,Entire home/apt,45.0,90,290,50,2019-10-07
28131062,Schöne 3-Zimmerwohnung mit Sauna,Au-Haidhausen,48.12439,11.58933,Entire home/apt,129.0,21,83,0,
28156737,Schönes Zimmer in Neuaubing,Aubing-Lochhausen-Langwied,48.14935,11.43225,Private room,54.0,10,156,39,2024-12-23
28191164,Small house 10 minutes to fairs and center,Berg am Laim,48.12088,11.63045,Entire home/apt,100.0,7,119,4,2023-09-15
28217939,60m² Apartment with Balcony - 3 Min to Subway,Obergiesing,48.11349105834961,11.581073760986328,Entire home/apt,99.0,5,37,6,2024-10-04
28242074,Designflat170 sqm. Central. 3 bedrooms. 2 bathroom,Untergiesing-Harlaching,48.09043,11.55182,Entire home/apt,600.0,2,356,14,2024-07-28
28307794,2 Zimmer Wohnung München Nähe Olympiapark,Feldmoching-Hasenbergl,48.19633,11.55142,Entire home/apt,110.0,1,26,53,2024-10-04
28308855,München Einliegerwohnung,Moosach,48.18234,11.49715,Entire home/apt,35.0,3,213,37,2024-12-09
28352231,Oktoberfest-Zimmer zu vermieten!,Schwanthalerhöhe,48.13656,11.54226,Private room,150.0,3,358,0,
28381149,Privatzimmer im grünen Süden Münchens,Obergiesing,48.08792,11.60992,Private room,150.0,1,134,59,2023-09-24
28420166,2️⃣Wohngemeinschaft mit Herz .,Sendling,48.11532,11.53789,Private room,200.0,2,365,0,
28423244,Traumhafte Wohnung im Süden Münchens,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0783,11.48578,Entire home/apt,96.0,1,364,6,2022-10-27
28448790,Apartment Wohnung München von 12.11-03.12,Sendling,48.12519,11.54458,Entire home/apt,125.0,7,363,1,2019-04-14
28448860,Family-A 6P  2-BedR / 3Zi-Apart Munich Center,Ludwigsvorstadt-Isarvorstadt,48.13875,11.5635,Entire home/apt,312.0,1,4,25,2024-10-06
28454811,Heart of Munich appartement,Altstadt-Lehel,48.1403,11.57192,Entire home/apt,300.0,2,2,190,2024-12-09
28510719,Cozy apartment in Munich next to Werksviertel,Berg am Laim,48.12068688420406,11.617056184322392,Entire home/apt,106.0,4,72,25,2024-11-15
28515604,Lisa’s cozy Urban Apartment - Munich Downtown Area,Ludwigsvorstadt-Isarvorstadt,48.13591003417969,11.561090469360352,Entire home/apt,136.0,1,322,451,2024-12-12
28532610,Room / Bathroom 10 min. from Munich station,Untergiesing-Harlaching,48.10685,11.57384,Private room,99.0,3,83,1,2018-10-02
28535504,2-room apt. city center URBAN,Altstadt-Lehel,48.13593,11.58677,Entire home/apt,417.0,2,171,297,2024-12-08
28538490,Leo 206,Schwabing-Freimann,48.17453,11.58759,Entire home/apt,174.0,1,274,15,2024-12-07
28541638,"Lovely quiet room for you, quick city train",Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07584282287282,11.527489253110897,Private room,30.0,1,171,48,2024-10-01
28543306,Apartment Luce,Bogenhausen,48.15508,11.64181,Entire home/apt,159.0,4,257,36,2024-10-08
28559393,"Stylish, centrally located, but quiet loft",Maxvorstadt,48.15,11.55679,Entire home/apt,164.0,6,290,56,2024-10-05
28560211,Small luxury Apt in amazing Neighborhood,Ludwigsvorstadt-Isarvorstadt,48.12044,11.55795,Entire home/apt,180.0,2,88,11,2024-09-14
28564351,Zentrum in 30 min./ 5 min. zum Schloss Nymphenburg,Pasing-Obermenzing,48.16646,11.4913,Entire home/apt,49.0,1,83,23,2022-11-10
28579006,Nettes Zimmer / Nice room,Hadern,48.11543,11.50036,Private room,100.0,5,178,6,2024-10-07
28580754,Idyllische Ruhe: Familienoase in Zentrumsnähe,Sendling-Westpark,48.12088,11.52805,Entire home/apt,405.0,5,25,25,2024-10-11
28580967,"Drei Zimmer für vier Gäste, 15 Min. zur Messe",Tudering-Riem,48.10374,11.66776,Private room,120.0,2,18,8,2024-10-06
28585025,"Back again: Welcome in our ""Sperlingsnest""- Room 1",Milbertshofen-Am Hart,48.20443,11.58446,Private room,65.0,2,75,119,2024-12-13
28626244,Wohnung in Maxvorstadt mit großen Balkon,Maxvorstadt,48.15166,11.56188,Entire home/apt,235.0,5,104,145,2024-12-23
28638213,1-Z.Whg für ein Monat (November2024) zu vermieten,Ludwigsvorstadt-Isarvorstadt,48.12689,11.56947,Entire home/apt,120.0,1,352,2,2024-10-05
28651800,Comfortable Lodging close to Ostbahnhof,Obergiesing,48.0935,11.6094,Entire home/apt,120.0,7,55,13,2024-06-01
28651801,Modern Flat with Garden &Balcony Ostbahnhof close,Ramersdorf-Perlach,48.10938,11.60816,Entire home/apt,200.0,5,60,2,2024-05-31
28661182,Spaceous & cozy Appartment in downtown Munich,Milbertshofen-Am Hart,48.18132,11.54952,Entire home/apt,155.0,1,88,17,2024-06-23
28664976,"Gemütliches Zimmer, 15 min. zum Hauptbahnhof",Obergiesing,48.09702,11.58762,Private room,95.0,1,178,58,2024-09-29
28684580,Helles Künstler- Dachstudio,Laim,48.1395,11.50451,Entire home/apt,98.0,3,1,17,2024-09-27
28689432,Schöne Ferienwohnung mit Balkon,Ramersdorf-Perlach,48.09648,11.63035,Entire home/apt,84.0,3,157,142,2024-12-05
28713552,Accomodation in the basement with sauna+shower,Hadern,48.1226,11.47723,Private room,100.0,2,65,9,2024-10-07
28727579,Munich room,Maxvorstadt,48.14814,11.57539,Private room,250.0,1,89,1,2019-04-09
28729319,Two-room apartment with bus to the city center,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07683,11.51378,Entire home/apt,85.0,185,179,6,2023-09-29
28731374,My-room munich Messe,Tudering-Riem,48.13301883898357,11.695672475218156,Private room,51.0,1,76,132,2024-12-05
28775919,Apartment in München a 30 minutes to Oktoberfest !,Bogenhausen,48.13906,11.62077,Entire home/apt,399.0,2,87,23,2019-05-16
28818889,DG in Einfamilienhaus mit Garten,Feldmoching-Hasenbergl,48.19271087646485,11.553421974182127,Private room,64.0,1,223,63,2024-12-07
28861176,Gesamte Unterkunft-Apartment in Schwabing (3Pers.),Schwabing-West,48.1705854,11.5820134,Entire home/apt,226.0,2,89,3,2024-11-16
28936103,Cosy room in Munich East close to Messe München,Bogenhausen,48.14517,11.66343,Private room,45.0,3,89,24,2022-10-26
28953693,"Basement Studio, priv. Bath/Kitch, 2 min. to U2/S1",Feldmoching-Hasenbergl,48.2135,11.54017,Entire home/apt,45.0,2,120,237,2024-12-14
29000155,Rooftop Penthouse next to Historic City Centre,Ludwigsvorstadt-Isarvorstadt,48.13698,11.56352,Entire home/apt,1059.0,3,32,9,2024-12-17
29088519,"Munich: central, quiet, all new, balcony, stylish",Ludwigsvorstadt-Isarvorstadt,48.13047,11.56219,Entire home/apt,62.0,4,74,55,2024-12-17
29096214,Sehr Zentrale Unterkunft mit Wohlfühlfaktor,Altstadt-Lehel,48.13657,11.57398,Private room,124.0,1,47,125,2024-12-15
29108536,HOBBYRAUM-2 an der Messe München,Tudering-Riem,48.13172,11.69229,Private room,98.0,2,356,41,2024-12-04
29108942,Design-Perfect-Cozy- 1 Room Apartment,Laim,48.13618,11.48569,Entire home/apt,120.0,3,334,1,2022-10-29
29124571,Ein Zuhause fernab von Zuhause!,Schwabing-Freimann,48.17503,11.58437,Entire home/apt,68.0,12,219,20,2024-10-17
29140686,Cozy Private Room at the Olympiapark,Feldmoching-Hasenbergl,48.19175,11.54424,Private room,100.0,1,87,14,2022-10-17
29248919,Münchner Künstler WG im Herzen Münchens,Neuhausen-Nymphenburg,48.15733,11.53656,Private room,60.0,5,15,19,2024-09-22
29301238,"Single Room, Downtown Vi Vadi Hotel",Maxvorstadt,48.14321,11.55895,Hotel room,104.0,1,342,1072,2024-12-24
29383225,"Gästezimmer, eigenes Bad, Wlan, im Zentrum",Ludwigsvorstadt-Isarvorstadt,48.13246,11.56665,Private room,101.0,2,304,508,2024-12-20
29415058,Appartement in the Center of Munich,Schwanthalerhöhe,48.13971,11.52922,Entire home/apt,140.0,5,84,4,2023-04-22
29499003,Sleep in the heart of munich No1!,Ludwigsvorstadt-Isarvorstadt,48.13555,11.56245,Entire home/apt,271.0,2,5,112,2024-12-08
29629976,1 Bedroom - 17 min from Marienplatz,Bogenhausen,48.16803,11.64663,Private room,54.0,1,171,74,2024-12-12
29692694,Big beautiful room in the heart of  Munich_WESTEND,Schwanthalerhöhe,48.13704,11.54358,Private room,84.0,20,89,93,2024-11-05
29789001,Möbliertes Wohnen zentral in Maxvorstadt/Georgenst,Schwabing-West,48.1573,11.5725,Entire home/apt,60.0,300,271,10,2024-08-31
29798276,Cozy Apartment Central in Munich,Schwanthalerhöhe,48.12768,11.54232,Entire home/apt,495.0,3,90,9,2023-09-22
29843557,Luxuriöse 2 Zi Neubauwohnung (Prinzregentenstr.),Bogenhausen,48.1394,11.61984,Entire home/apt,280.0,3,338,39,2024-10-07
29869163,Cozy Room next to Isar/Wiesn/City Centre,Ludwigsvorstadt-Isarvorstadt,48.125135,11.561828,Private room,87.0,1,269,17,2024-12-05
29896465,Quiet Room in Maxvorstadt / near museums & central,Maxvorstadt,48.14862,11.55579,Private room,893.0,1,89,20,2019-03-21
29923587,Helle Maisonette mit Dachschräge,Schwabing-West,48.158421335266006,11.56456286174854,Entire home/apt,195.0,1,89,5,2024-12-04
29952085,Grüne Oase Schwabing-West - Komplette Wohnung,Schwabing-West,48.16095,11.5729,Entire home/apt,90.0,18,77,0,
29984746,Zimmer in schöner Maisonettewohnung Room to Rent,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08684,11.51771,Private room,55.0,1,147,235,2024-12-05
30075642,"Apartment ""Rosa"" desigend by Matteo Thun",Ludwigsvorstadt-Isarvorstadt,48.12659454345703,11.553213119506836,Entire home/apt,190.0,1,196,157,2024-12-22
30076654,Privatzimmer in ruhiger Lage,Berg am Laim,48.12183,11.63006,Private room,95.0,2,317,27,2024-09-23
30085755,Business-Apartment near the Trade Fair Center,Tudering-Riem,48.133488,11.697076,Entire home/apt,50.0,3,48,56,2024-12-12
30149648,"Apartment ""Sophia"" designed by Matteo Thun",Ludwigsvorstadt-Isarvorstadt,48.1266,11.55321,Entire home/apt,144.0,1,201,96,2024-11-17
30253489,Toplage Studio mit Garten & Terrasse,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08624,11.53486,Private room,79.0,2,89,22,2024-10-11
30260989,Zimmer in gemütlicher Altbauwohnung,Bogenhausen,48.14111,11.60451,Private room,40.0,3,313,2,2023-11-19
30269715,Renovated studio apartment in Munich,Sendling-Westpark,48.11949,11.53617,Entire home/apt,87.0,2,57,4,2024-12-06
30337738,Modern 2- room appartment - central but quiet,Neuhausen-Nymphenburg,48.14434,11.51353,Entire home/apt,259.0,2,88,42,2024-10-06
30363681,"Double Room, Downtown Vi Vadi Hotel",Maxvorstadt,48.14321,11.55895,Hotel room,118.0,1,334,2390,2024-12-26
30459340,"Charming, Cozy and Romantic at Nymphenburg Palace",Neuhausen-Nymphenburg,48.15451,11.50435,Hotel room,110.0,1,274,275,2024-12-18
30464162,"Helle, moderne Wohnung nahe Olympiapark und BMW",Milbertshofen-Am Hart,48.18119,11.56611,Entire home/apt,100.0,3,59,1,2019-04-22
30817927,Two rooms comfortable apartment,Berg am Laim,48.12657,11.63182,Entire home/apt,133.0,6,10,4,2020-07-25
30847700,Cosy Apartment in Munich,Neuhausen-Nymphenburg,48.14922,11.54496,Entire home/apt,150.0,3,52,6,2024-07-28
30905871,Business-Appartment near the Trade Fair Center/G,Tudering-Riem,48.13436,11.69723,Entire home/apt,27.0,1,66,49,2024-10-07
30907337,"Charming, Cozy and Romantic at Nymphenburg Palace",Neuhausen-Nymphenburg,48.15252,11.5054,Hotel room,100.0,1,275,43,2024-11-22
30907740,"Charming, Cozy and Romantic at Nymphenburg Palace",Neuhausen-Nymphenburg,48.15233,11.50407,Hotel room,110.0,1,272,36,2023-07-08
30907758,My room-apartment with balcony near trade fair,Tudering-Riem,48.13443,11.69596,Entire home/apt,75.0,2,27,53,2024-12-06
30942999,Spacious room with a small balcony,Au-Haidhausen,48.13244,11.59533,Private room,42.0,1,5,34,2024-12-08
30982426,Klein aber oho renoviert,Ramersdorf-Perlach,48.10263,11.62123,Private room,24.0,1,28,158,2024-11-18
31014001,Family-B  5P 2-BedR / 3-Zi Apart Munich Center,Ludwigsvorstadt-Isarvorstadt,48.13725,11.56151,Entire home/apt,339.0,1,8,46,2024-11-12
31122798,My room-Trade fair apartment,Tudering-Riem,48.13241,11.69581,Entire home/apt,63.0,3,18,54,2024-11-16
31200734,My room 32 im Riem Messestadt Muenchen,Tudering-Riem,48.13293068185637,11.697731540960971,Entire home/apt,55.0,1,128,128,2024-12-24
31272708,Ruhiges Zimmer in Perlach,Ramersdorf-Perlach,48.09588,11.63124,Private room,55.0,2,139,85,2024-10-19
31275074,Über den Dächern von München,Schwabing-West,48.16467,11.56955,Entire home/apt,140.0,7,26,9,2022-08-15
31279266,xxx,Maxvorstadt,48.15548,11.56509,Entire home/apt,649.0,30,358,19,2020-02-22
31334850,MyRoom4 - Top Munich Serviced Apartments,Tudering-Riem,48.13216,11.69809,Entire home/apt,67.0,1,28,362,2024-12-13
31352153,"Quiet room, next to fairground, 1 pers, double bed",Berg am Laim,48.11924,11.6431,Private room,88.0,2,44,21,2024-10-09
31480352,tiny house - Gartenhaus,Pasing-Obermenzing,48.13664,11.46125,Entire home/apt,90.0,1,269,51,2024-12-07
31486811,SMARTments home away from home - Studio in Munich,Schwabing-Freimann,48.17755,11.5952,Entire home/apt,126.0,1,362,541,2024-12-08
31512764,Stylish Flat with Balcony surrounded by Parks,Schwabing-West,48.17103,11.5651,Entire home/apt,142.0,5,13,24,2024-11-03
31548775,SMARTments home away from home - Studio in Munich,Schwabing-Freimann,48.17828,11.596,Entire home/apt,112.0,7,357,69,2024-12-11
31550918,SMARTments home away from home - Studio XL Munich,Schwabing-Freimann,48.17785,11.5944,Entire home/apt,132.0,7,357,22,2024-10-18
31552072,SMARTments Serviced Apartment in Munich,Schwabing-Freimann,48.17766,11.59549,Entire home/apt,176.0,1,362,2,2024-11-23
31552494,SMARTments Serviced Apartment in Munich,Schwabing-Freimann,48.17891,11.59396,Entire home/apt,167.0,7,357,0,
31590112,"Cosy room nearby fair ground, 1 person, bunk bed",Berg am Laim,48.1199,11.64544,Private room,77.0,2,33,29,2024-10-09
31705064,2 Bedrooms Modern Apartment in Munich Center,Ludwigsvorstadt-Isarvorstadt,48.13624,11.5577,Entire home/apt,278.0,1,23,81,2024-12-23
31727466,Private Room/Direct in U2 in 7 min in the Messe,Berg am Laim,48.12626,11.64835,Private room,80.0,2,260,56,2024-10-09
31990329,Kuscheliges Zimmer mit Balkon und Garten,Allach-Untermenzing,48.17993,11.47489,Private room,90.0,1,364,5,2019-10-27
32099931,Most Beautiful & Central Top Floor 3BR Apt. 105m2,Altstadt-Lehel,48.13913,11.57337,Entire home/apt,311.0,3,11,23,2024-10-13
32152566,Gorgeous central 4-room apartment,Neuhausen-Nymphenburg,48.1576,11.53109,Entire home/apt,249.0,2,335,67,2024-09-09
32197443,9 Minuten zum Oktoberfest | Direkt U3 Tierpark,Sendling,48.11525,11.54865,Entire home/apt,78.0,2,201,33,2024-11-24
32233189,Sommer in München für zwei 2,Obergiesing,48.11742,11.57881,Private room,60.0,2,274,76,2024-12-08
32245924,Ganze Wohnung zur Zwischenmiete (voll möbliert),Pasing-Obermenzing,48.13606,11.45641,Entire home/apt,55.0,60,169,7,2024-12-14
32316962,Großzügige Altbauwohnung Schwabing /Maxvorstadt,Schwabing-West,48.156494140625,11.577808380126951,Entire home/apt,380.0,3,170,2,2019-08-08
32399205,1️⃣ Zimmer/ Balkon 2 Personen Zentral,Sendling,48.11463,11.53764,Private room,190.0,2,365,0,
32506430,Modernes Mini-Apartment -zentral an der Isar/UBahn,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10214,11.54689,Entire home/apt,43.0,20,66,56,2024-12-05
32529838,Gemütliche Wohnung am Stadtrand München - Solln,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08012008666992,11.502180099487305,Private room,40.0,1,362,21,2024-09-30
32602783,Cosy room close city center and nature,Untergiesing-Harlaching,48.09869,11.56482,Private room,50.0,2,151,27,2024-12-06
32605185,Cozy loft between Marienplatz & Gärtnerplatz,Ludwigsvorstadt-Isarvorstadt,48.131,11.57887,Entire home/apt,180.0,3,42,26,2024-12-08
32609223,Charming loft in the heart of Munich,Altstadt-Lehel,48.13881,11.59286,Entire home/apt,174.0,2,106,120,2024-12-12
32623960,schönes Zimmer,Ludwigsvorstadt-Isarvorstadt,48.12607763708942,11.572501339068314,Private room,62.0,1,69,0,
32636828,CASA Mozart am Goetheplatz,Ludwigsvorstadt-Isarvorstadt,48.12931,11.55832,Entire home/apt,87.0,2,103,149,2024-12-24
32717899,"Light, big, central&modern room",Schwabing-West,48.16274,11.56757,Private room,90.0,5,365,21,2024-08-09
32736641,Dachgeschosszimmer Nähe Westpark,Sendling-Westpark,48.12548,11.51765,Private room,66.0,2,84,32,2024-11-15
32743061,THE DOT 5 - room in Design Pension,Sendling-Westpark,48.11698,11.53024,Private room,90.0,1,310,15,2024-11-16
32743696,THE DOT 9 - room in Design Pension,Sendling-Westpark,48.11698,11.53024,Private room,90.0,1,306,11,2024-04-01
32743898,THE DOT 3 - room in Design Pension,Sendling-Westpark,48.11815,11.53092,Private room,120.0,1,298,17,2024-11-17
32744062,THE DOT 8 - room in Design Pension,Sendling-Westpark,48.11756,11.53097,Private room,147.0,1,318,9,2024-09-28
32757651,Schöne aufgeräumt Wohnung mit Wintergarten.,Moosach,48.17914,11.51208,Private room,95.0,1,269,2,2023-10-01
32780406,120qm Altbauwohnung in Schwabing/Olympiapark,Schwabing-West,48.16727,11.56486,Entire home/apt,464.0,3,173,1,2022-06-03
32948907,Family-A 2-BedR 4Zi-Apart 125 qm,Neuhausen-Nymphenburg,48.15609,11.53146,Entire home/apt,200.0,5,178,0,
32957335,Wohnung in München Pasing,Pasing-Obermenzing,48.14757,11.45635,Entire home/apt,145.0,2,208,185,2024-10-16
33093376,Kolumbusplatz near river Isar-Only 100m to Subway,Untergiesing-Harlaching,48.11824,11.57613,Entire home/apt,88.0,3,324,101,2024-12-01
33178833,Schickes Studio im Zentrum (Französisches Viertel),Au-Haidhausen,48.12632,11.59857,Entire home/apt,86.0,5,82,116,2024-12-20
33202033,Stylisches 105qm Garten-Loft in Schwabing/E-Garten,Schwabing-Freimann,48.16257,11.5895,Entire home/apt,377.0,1,267,45,2024-12-07
33309107,Well located apartment with 2 separated bedrooms,Sendling,48.10666,11.54288,Entire home/apt,85.0,4,56,13,2024-10-06
33310017,Modern Appartment next to the Oktoberfest,Sendling,48.12494,11.54639,Entire home/apt,214.0,2,342,26,2024-10-07
33329549,Komplette Wohnung direkt am Hauptbahnhof,Maxvorstadt,48.14333724975586,11.558658599853516,Entire home/apt,70.0,2,219,37,2024-12-23
33330034,Fewo am Josephsplatz 125 m2,Maxvorstadt,48.15515,11.56533,Entire home/apt,300.0,4,228,117,2024-12-16
33332070,Bestlage mit direkter U-Bahn zum Oktoberfest!,Schwabing-Freimann,48.16214,11.59375,Entire home/apt,450.0,3,93,16,2024-09-30
33337668,Panorama flat in Schwabing | home & business (VAT),Maxvorstadt,48.15377426147461,11.575522422790527,Entire home/apt,240.0,20,269,62,2024-11-11
